Age,AnnualIncome,CreditScore,EmploymentStatus,Experience,LoanAmount,LoanDuration,HomeOwnershipStatus,CreditUtilization,DebtToIncome,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,MonthlyIncome,UtilityPaymentScore,JobTenure,NetWorth,InterestRate,LoanApproved,NewLoanApproved,RiskScore
42,54202,553,Unemployed,20,12176,60,Rent,18%,5%,1,Auto,0,22,9,4326,4516.83,84.94,8,4212,23.9,0,Rejected,65
25,36184,620,Employed,6,38807,48,Other,73%,23%,0,Debt Consolidation,0,38,9,2111,3015.33,78.72,5,40775,19.55,0,Rejected,53
42,56320,603,Employed,16,21883,60,Rent,12%,7%,0,Auto,0,31,12,2478,4693.33,88.42,4,314536,20.05,1,Approved,32
44,111257,487,Employed,22,18609,60,Mortgage,42%,19%,0,Education,0,25,17,1370,9271.42,92.79,5,1850,27.4,1,Approved,40
29,55172,606,Employed,6,40220,36,Mortgage,51%,58%,0,Auto,0,31,9,14454,4597.67,85.53,4,74216,22.39,0,Rejected,55
41,29020,583,Employed,16,16570,60,Mortgage,23%,17%,0,Home,0,23,4,713,2418.33,93.85,5,11602,23.19,0,Rejected,55
40,19990,564,Employed,22,11236,24,Mortgage,43%,26%,0,Debt Consolidation,0,28,15,1477,1665.83,88.52,4,93057,19.18,0,Rejected,53
26,196442,600,Employed,5,25519,24,Mortgage,32%,17%,0,Auto,1,25,19,4763,16370.17,74.72,9,6837,19.91,1,Approved,41
44,21725,630,Employed,22,38766,48,Rent,19%,43%,0,Auto,0,10,13,2332,1810.42,84.38,8,53042,23.94,0,Rejected,52
46,49098,472,Employed,24,31990,72,Mortgage,29%,13%,0,Debt Consolidation,1,27,24,11754,4091.5,84.71,1,2088,33.26,0,Rejected,57
52,33061,640,Employed,30,11580,36,Own,19%,31%,0,Auto,0,19,25,9144,2755.08,64.61,5,79011,16.34,1,Approved,39
52,91077,550,Employed,27,37597,36,Other,11%,12%,0,Home,0,22,4,3363,7589.75,89.57,6,5342,29.18,0,Rejected,51
23,17270,593,Employed,0,28352,36,Own,37%,24%,0,Home,0,24,29,24249,1439.17,38.16,3,25827,20.82,0,Rejected,54
28,137635,622,Employed,4,12414,48,Own,47%,37%,0,Home,0,18,8,1133,11469.58,71.28,5,8385,15.71,1,Approved,41
46,44523,613,Unemployed,23,12648,96,Mortgage,15%,42%,0,Home,0,30,28,2266,3710.25,78.01,4,6932,25.52,0,Rejected,56
46,40998,576,Employed,26,29172,48,Mortgage,13%,71%,0,Debt Consolidation,0,23,18,2493,3416.5,49.78,5,7970,24.6,0,Rejected,58
46,49839,558,Employed,28,34869,108,Rent,29%,26%,1,Auto,0,26,20,15200,4153.25,90.87,5,5439,34.25,0,Rejected,65
80,48462,656,Employed,61,29111,72,Rent,35%,28%,0,Auto,0,19,15,3972,4038.5,88.63,7,5097,19,0,Rejected,47
46,37268,535,Employed,23,26549,48,Rent,11%,10%,0,Debt Consolidation,1,19,12,652,3105.67,91.83,8,18740,22.39,0,Rejected,56
53,85512,628,Employed,30,20367,48,Own,22%,31%,0,Auto,0,30,8,2369,7126,90.98,8,96908,18.27,1,Approved,39
51,16619,617,Employed,29,22186,48,Rent,28%,9%,0,Home,0,23,20,10910,1384.92,78.43,3,11195,21.59,0,Rejected,49
47,30548,490,Employed,25,22280,84,Own,2%,21%,0,Other,0,28,26,1701,2545.67,71.2,2,6851,31.16,0,Rejected,52
36,108416,604,Unemployed,9,60460,72,Own,34%,18%,0,Debt Consolidation,0,22,25,48211,9034.67,87.15,3,61429,22.77,0,Rejected,47
49,56255,571,Employed,28,14526,24,Rent,10%,1%,0,Auto,0,19,4,23933,4687.92,74.98,3,321457,20.69,1,Approved,37
30,35795,510,Employed,6,18086,36,Rent,10%,40%,0,Debt Consolidation,0,22,15,1038,2982.92,81.11,4,131828,24.64,0,Rejected,52
37,20882,566,Employed,14,23838,48,Mortgage,13%,25%,0,Home,0,24,25,2011,1740.17,78.45,7,88077,21.84,0,Rejected,51
34,21573,522,Employed,12,12419,48,Other,43%,41%,0,Education,0,28,15,2935,1797.75,92.02,7,47843,23.17,0,Rejected,59
40,86157,535,Employed,15,16775,36,Mortgage,28%,33%,0,Auto,0,26,12,3368,7179.75,85.26,5,73344,23.84,1,Approved,41
67,29708,626,Unemployed,42,44904,108,Rent,39%,14%,0,Debt Consolidation,0,16,11,1303,2475.67,75.12,8,83146,33.1,0,Rejected,50
18,77920,578,Employed,0,20677,36,Rent,28%,48%,0,Debt Consolidation,0,26,20,6127,6493.33,85.34,4,5109,23.41,0,Rejected,56
48,35187,574,Employed,24,82538,48,Mortgage,4%,21%,0,Auto,1,25,9,7826,2932.25,71.59,4,11091,28.87,0,Rejected,59
20,53299,544,Self-Employed,0,36261,36,Mortgage,12%,46%,0,Home,0,25,24,3678,4441.58,79.17,3,165827,28.19,0,Rejected,54
34,54605,614,Employed,11,12604,24,Rent,55%,23%,0,Debt Consolidation,0,30,18,5395,4550.42,83.94,4,3640,15.72,1,Approved,40
53,36754,505,Self-Employed,30,36455,36,Mortgage,44%,18%,0,Debt Consolidation,0,34,14,3055,3062.83,79.87,6,117533,28.21,0,Rejected,51
40,37426,601,Employed,19,38810,24,Mortgage,50%,27%,0,Home,0,12,25,6120,3118.83,61.23,2,170152,21.13,0,Rejected,47
27,29512,545,Employed,5,28201,60,Mortgage,9%,24%,0,Home,0,15,18,2290,1250,78.66,2,3661,29.85,0,Rejected,53
31,34589,445,Employed,10,91631,60,Rent,45%,7%,0,Debt Consolidation,0,29,16,1428,2882.42,91.35,3,17138,39.62,0,Rejected,52
48,56584,615,Unemployed,24,15122,36,Mortgage,17%,50%,0,Education,0,25,25,6834,4715.33,92.98,5,115778,18.11,1,Approved,41
31,32777,537,Employed,9,27822,60,Mortgage,31%,21%,0,Education,1,21,15,4771,2731.42,82.47,6,114409,22.6,0,Rejected,55
42,70901,575,Self-Employed,22,20087,60,Rent,49%,33%,0,Home,0,29,4,12504,5908.42,89.61,5,23706,23.88,0,Rejected,61
40,52184,574,Self-Employed,19,38284,48,Rent,15%,15%,0,Other,0,16,3,7697,4348.67,91.44,8,82766,22.83,0,Rejected,53
32,43451,506,Employed,14,9077,36,Rent,10%,29%,0,Other,0,23,1,1218,3620.92,70.59,5,47111,24.66,0,Rejected,56
65,23881,599,Employed,43,17067,60,Own,18%,41%,0,Auto,0,23,26,22121,1990.08,58.1,4,5423,21.93,0,Rejected,57
47,44248,550,Self-Employed,24,21565,36,Rent,21%,22%,0,Debt Consolidation,0,28,12,41840,3687.33,87.2,5,50429,23.26,0,Rejected,54
18,15885,551,Employed,0,35284,84,Other,30%,54%,0,Home,0,23,27,2316,1323.75,84.81,1,278826,32.53,0,Rejected,54
42,39637,599,Employed,16,28863,24,Mortgage,66%,11%,0,Other,0,25,7,823,3303.08,71.1,5,174623,24.51,0,Rejected,50
32,48777,549,Employed,8,32798,72,Own,50%,29%,0,Auto,0,30,4,1382,4064.75,80.44,4,69125,29.66,0,Rejected,55
50,43208,564,Employed,26,13574,84,Other,72%,34%,0,Debt Consolidation,0,33,6,2108,3600.67,79.1,3,2671,20.53,0,Rejected,59
30,18662,544,Employed,11,28715,60,Rent,28%,43%,0,Home,0,25,12,3730,1555.17,89.3,7,87204,26.39,0,Rejected,56
38,42209,582,Self-Employed,16,29658,48,Rent,28%,19%,0,Education,0,36,1,794,3517.42,91.2,7,102388,24.4,0,Rejected,54
46,99222,450,Employed,24,44563,120,Own,39%,22%,0,Debt Consolidation,0,32,21,8172,8268.5,66.35,5,13821,42.01,0,Rejected,51
50,27279,634,Employed,29,14474,72,Mortgage,10%,17%,0,Debt Consolidation,0,21,28,1524,2273.25,64.66,1,71005,20.26,0,Rejected,46
25,15000,603,Employed,4,33259,48,Other,6%,12%,0,Other,1,19,9,2500,1250,57.17,3,78519,20.59,0,Rejected,53
35,75376,610,Employed,16,20920,36,Mortgage,75%,52%,1,Debt Consolidation,0,22,8,1654,6281.33,91.02,4,4964,17.02,0,Rejected,70
34,25096,602,Employed,14,9999,96,Mortgage,2%,42%,0,Education,1,28,24,4662,2091.33,77.25,1,125038,20.91,0,Rejected,56
32,34817,606,Employed,8,36726,48,Rent,26%,23%,0,Home,0,26,1,3099,2901.42,89.3,9,2880,25.88,0,Rejected,54
61,68306,583,Employed,39,25261,24,Mortgage,4%,59%,0,Other,0,25,3,2656,5692.17,80.9,8,4148,21.56,0,Rejected,60
44,58991,587,Employed,23,14635,48,Mortgage,11%,25%,0,Education,0,29,10,5121,4915.92,70.85,6,2967,22.02,1,Approved,41
24,92237,622,Employed,2,29532,96,Mortgage,48%,35%,0,Auto,0,23,17,1961,7686.42,92.36,7,44061,27.65,0,Rejected,51
51,52241,628,Employed,26,25118,12,Rent,45%,7%,0,Auto,0,24,23,917,4353.42,84.39,7,4632,17.17,0,Rejected,48
65,66407,579,Employed,42,44037,48,Rent,24%,39%,0,Home,0,24,19,2825,5533.92,81.53,5,31667,27.61,0,Rejected,54
52,20071,565,Employed,28,12684,36,Rent,33%,18%,0,Education,0,33,7,6135,1672.58,82.28,9,54748,24.78,0,Rejected,51
21,69356,589,Self-Employed,0,18957,72,Mortgage,34%,48%,0,Education,0,11,16,1945,5779.67,93.14,1,2166,21.75,0,Rejected,59
34,31043,536,Employed,13,13424,96,Mortgage,16%,43%,0,Debt Consolidation,0,25,19,2254,2586.92,46.03,1,42394,25.73,0,Rejected,56
55,300000,509,Employed,32,18698,36,Mortgage,43%,8%,0,Other,1,26,5,8564,25000,76.76,7,212190,20.65,1,Approved,42
31,34233,599,Employed,5,26572,60,Other,58%,39%,0,Auto,0,25,17,987,2852.75,72.12,3,4017,22.93,0,Rejected,56
45,81867,632,Employed,20,35991,36,Other,22%,29%,0,Education,0,31,13,1014,6822.25,96.16,1,20078,22.31,0,Rejected,48
49,79592,583,Self-Employed,25,17337,60,Mortgage,16%,47%,1,Other,0,27,29,1256,6632.67,72.91,6,354369,23.24,1,Approved,51
28,45466,589,Unemployed,5,31671,84,Mortgage,39%,59%,1,Auto,1,19,15,3160,3788.83,84.36,3,259643,25.54,0,Rejected,74
39,75932,530,Employed,14,29901,12,Mortgage,18%,18%,0,Debt Consolidation,0,17,20,4763,6327.67,96.64,6,71127,23.35,0,Rejected,47
18,160729,555,Employed,0,22942,48,Other,4%,29%,0,Other,0,18,1,4814,13394.08,91.22,4,47782,26.41,1,Approved,42
27,29349,570,Employed,9,31897,96,Mortgage,15%,7%,0,Other,0,29,4,11187,2445.75,54.59,2,2007,33.83,0,Rejected,54
36,15000,575,Employed,16,16449,12,Mortgage,27%,7%,0,Other,0,26,29,587,1250,65.66,2,7278,21.56,0,Rejected,52
25,22698,630,Employed,2,7604,36,Mortgage,22%,30%,0,Education,0,22,8,3441,1891.5,71.1,2,102389,20.39,0,Rejected,50
59,117989,610,Employed,40,21413,48,Own,30%,54%,0,Home,1,20,4,2737,9832.42,61.33,6,50135,20.13,1,Approved,49
22,28842,462,Employed,1,23503,120,Rent,41%,29%,0,Auto,0,23,28,2048,2403.5,62.48,10,25107,33.43,0,Rejected,55
34,197755,589,Employed,13,23464,24,Rent,21%,38%,0,Debt Consolidation,0,27,26,1533,16479.58,76.98,7,7368,20.71,1,Approved,42
41,80502,588,Employed,19,51696,36,Own,23%,26%,0,Home,0,25,17,4479,6708.5,90.13,4,2473,21.06,0,Rejected,51
57,26541,617,Employed,35,28122,48,Mortgage,11%,12%,0,Auto,0,16,26,3388,2211.75,87.3,7,67057,22.77,0,Rejected,46
22,19683,578,Employed,0,16797,96,Own,13%,8%,0,Home,1,20,21,1128,1640.25,87.67,8,10776,26.07,0,Rejected,57
53,45788,635,Employed,29,31589,24,Mortgage,23%,32%,0,Education,0,23,12,12430,3815.67,56.4,6,23478,19.07,0,Rejected,52
40,16070,562,Unemployed,18,27411,96,Other,15%,27%,0,Debt Consolidation,0,17,2,1321,1339.17,95.08,9,103702,29.2,0,Rejected,56
28,42043,521,Employed,6,28140,108,Rent,20%,12%,0,Debt Consolidation,0,16,14,2373,3503.58,84.28,4,1357,37.52,0,Rejected,51
45,90083,581,Employed,25,27462,36,Own,45%,32%,0,Education,0,23,23,1362,7506.92,91.65,3,28630,19.71,1,Approved,43
42,28481,632,Unemployed,17,12820,36,Rent,9%,41%,0,Debt Consolidation,0,20,27,2701,2373.42,81.07,9,6937,14.81,0,Rejected,57
32,16274,597,Employed,11,15725,36,Mortgage,28%,51%,0,Debt Consolidation,0,21,4,3453,1356.17,56.61,3,298417,20.28,0,Rejected,57
40,25192,560,Employed,20,21634,36,Mortgage,37%,32%,0,Auto,0,32,25,5336,2099.33,89.71,7,85929,22.17,0,Rejected,54
35,78101,526,Employed,12,14215,36,Other,16%,16%,0,Other,0,25,11,3210,6508.42,52.67,0,19905,23.81,0,Rejected,49
41,73312,561,Employed,20,41720,24,Mortgage,38%,38%,0,Auto,1,21,28,2477,6109.33,87.01,2,55474,21.88,0,Rejected,58
47,72434,613,Employed,26,10034,72,Own,22%,18%,0,Education,0,15,24,15952,6036.17,48,5,6844,20.98,1,Approved,38
59,160132,634,Employed,36,21320,24,Mortgage,33%,17%,0,Home,0,26,19,1426,13344.33,83.16,10,6854,18.23,1,Approved,36
25,15000,534,Employed,3,19820,60,Rent,25%,24%,0,Auto,0,32,20,2582,1250,75.93,5,47644,27.2,0,Rejected,54
65,49341,631,Employed,38,33548,36,Rent,41%,26%,0,Debt Consolidation,0,19,18,4896,4111.75,65.24,3,38528,18.72,0,Rejected,51
18,47185,531,Unemployed,0,18490,48,Rent,13%,8%,0,Home,1,32,23,26725,3932.08,90.94,3,17312,21.49,0,Rejected,59
38,107659,607,Employed,14,19552,96,Rent,5%,39%,0,Education,0,27,25,718,8971.58,80.59,5,146526,26.46,1,Approved,36
47,179664,589,Employed,28,21380,24,Mortgage,58%,39%,0,Education,0,17,24,20058,8772.42,61.58,2,10869,20.21,1,Approved,42
43,81136,575,Employed,22,15763,48,Rent,31%,31%,0,Other,0,19,22,4825,6761.33,72.75,9,7161,19.93,1,Approved,42
32,86245,445,Employed,12,17018,48,Mortgage,21%,20%,0,Auto,0,23,23,2432,7187.08,58.38,6,4917,28.76,1,Approved,39
37,98074,620,Employed,16,16112,60,Own,48%,41%,0,Other,0,22,6,6384,8172.83,79.28,6,3853,22.21,1,Approved,44
34,23559,598,Employed,11,52609,96,Mortgage,67%,46%,0,Debt Consolidation,0,28,15,924,1963.25,90.6,8,15436,27.36,0,Rejected,60
32,39808,619,Employed,7,18027,60,Rent,7%,25%,0,Auto,0,29,20,6266,3317.33,64.25,4,29243,17.08,1,Approved,39
50,18856,580,Employed,27,16282,36,Own,9%,19%,0,Home,0,26,10,8849,1571.33,75.05,6,42456,21.69,0,Rejected,51
44,101388,642,Employed,22,22076,48,Mortgage,24%,48%,0,Debt Consolidation,0,26,9,10960,8449,88.31,6,62523,20.25,1,Approved,41
31,80085,530,Employed,10,21534,48,Mortgage,31%,40%,0,Auto,0,27,26,899,6673.75,74.93,7,60191,22.98,1,Approved,41
50,22787,627,Employed,25,20061,60,Own,36%,22%,0,Home,0,24,27,3563,1898.92,79.94,8,2918,18.74,0,Rejected,51
43,30579,571,Employed,16,53420,120,Rent,21%,58%,0,Auto,0,32,16,2158,2548.25,56.55,3,11459,33.15,0,Rejected,59
49,15004,583,Employed,26,44032,84,Mortgage,28%,20%,0,Debt Consolidation,0,28,24,1308,1250.33,98.45,5,2329,29.41,0,Rejected,52
47,49936,492,Self-Employed,23,30787,120,Own,25%,24%,0,Education,0,29,15,20264,4161.33,68.59,3,1116683,36.65,1,Approved,38
30,26960,603,Employed,7,12517,36,Other,17%,40%,0,Education,0,26,10,14928,2246.67,80.56,6,48358,19.95,0,Rejected,52
33,18391,552,Employed,9,9769,96,Mortgage,12%,32%,0,Home,0,28,19,1101,1532.58,78.06,5,31569,26.5,0,Rejected,55
48,51404,563,Employed,28,9446,12,Other,6%,24%,0,Education,0,31,2,4899,4283.67,95.3,3,36315,19.45,0,Rejected,55
47,175236,482,Employed,25,27512,48,Mortgage,28%,60%,0,Education,0,20,26,14151,14603,83.04,6,199907,26.51,1,Approved,42
39,101044,615,Employed,16,15696,36,Mortgage,13%,31%,0,Home,0,25,6,5732,8420.33,76.5,4,57727,16.12,1,Approved,39
41,40358,619,Employed,16,10669,60,Rent,3%,46%,0,Auto,0,28,8,2366,3363.17,71.69,9,59741,22.5,0,Rejected,52
55,63122,656,Self-Employed,34,18914,24,Rent,20%,20%,0,Education,0,24,6,975,5260.17,81.72,4,43576,16.38,0,Rejected,50
32,140216,617,Employed,14,13335,48,Other,15%,43%,0,Home,0,27,13,6819,11684.67,85.06,4,9989,21.85,1,Approved,40
46,120353,511,Employed,24,24013,72,Mortgage,18%,3%,0,Debt Consolidation,0,20,9,1280,10029.42,60.49,4,3694,28.85,0,Rejected,48
37,41312,545,Self-Employed,12,36289,36,Mortgage,47%,41%,0,Education,0,20,7,3994,3442.67,58.97,4,69997,26.6,0,Rejected,60
37,57679,403,Employed,18,18371,72,Rent,31%,49%,0,Auto,0,27,11,2748,4806.58,86.6,6,27803,34.2,0,Rejected,56
53,35808,611,Employed,33,53571,24,Rent,32%,30%,0,Other,0,29,29,1099,2984,84.51,0,62249,24.1,0,Rejected,48
49,61971,494,Self-Employed,26,24754,108,Rent,52%,23%,0,Home,0,23,12,965,5164.25,81.41,9,99941,28.67,0,Rejected,54
49,76040,600,Employed,27,37175,72,Own,60%,41%,0,Education,0,17,18,3744,6336.67,86.51,2,24547,20.17,1,Approved,44
55,89794,582,Employed,31,32141,60,Rent,18%,42%,0,Auto,0,25,20,432,7482.83,95.03,6,255602,26.8,1,Approved,38
40,36971,611,Employed,20,29198,48,Own,3%,7%,0,Debt Consolidation,0,31,28,2250,3080.92,80.85,4,3965,23.36,0,Rejected,47
48,92250,498,Employed,26,36697,96,Mortgage,38%,13%,0,Home,0,25,28,2542,7687.5,80.45,6,42950,30.54,0,Rejected,49
36,51610,476,Employed,11,19238,96,Mortgage,28%,25%,0,Auto,0,23,22,1200,4300.83,85.41,5,153721,36.52,0,Rejected,48
43,37703,467,Employed,23,8927,120,Mortgage,29%,12%,0,Auto,0,27,25,3812,3141.92,97.79,4,455394,36.11,0,Rejected,45
38,141114,544,Employed,13,25539,48,Mortgage,12%,12%,0,Other,0,20,4,5958,11759.5,61.28,2,27704,23.1,1,Approved,40
41,34960,545,Employed,21,36928,48,Other,4%,27%,0,Debt Consolidation,0,18,1,23215,2913.33,94,9,1326,28.2,0,Rejected,56
47,28900,599,Employed,23,17636,60,Own,15%,25%,1,Debt Consolidation,0,18,18,2950,2408.33,64.78,7,59198,18.8,0,Rejected,63
30,27888,530,Unemployed,8,25677,48,Rent,9%,40%,0,Home,0,19,21,3254,2324,64.98,6,47554,25.56,0,Rejected,58
65,75116,610,Employed,45,6549,108,Own,47%,11%,1,Auto,0,25,10,2150,6259.67,83.9,7,1381,22.25,0,Rejected,60
27,19399,546,Employed,5,32442,48,Own,42%,21%,0,Debt Consolidation,0,28,13,1713,1616.58,94.7,4,2484,21.25,0,Rejected,55
25,62204,380,Employed,1,14467,120,Rent,25%,58%,0,Debt Consolidation,0,21,24,2205,5183.67,69.93,9,189158,41.9,0,Rejected,54
53,28908,589,Employed,31,8569,36,Rent,14%,19%,0,Home,0,22,26,8040,2409,82.58,13,2610,18.26,0,Rejected,51
49,46181,585,Self-Employed,24,32753,72,Own,55%,54%,0,Auto,0,17,26,2437,3848.42,84.39,3,119001,27.31,0,Rejected,59
47,190649,599,Self-Employed,22,19937,48,Own,33%,21%,0,Auto,0,24,14,12872,15887.42,89.48,5,13252,25.85,1,Approved,42
47,25914,438,Unemployed,27,25725,24,Other,73%,29%,0,Home,1,20,17,3581,2159.5,76.35,8,3667,28.97,0,Rejected,65
39,15778,549,Employed,19,27129,36,Other,56%,57%,0,Home,1,18,20,584,1314.83,70.15,4,7394,25.38,0,Rejected,67
29,103112,610,Employed,9,36161,60,Other,30%,45%,0,Auto,0,28,11,4669,8592.67,91.55,4,11481,23.62,0,Rejected,52
40,25013,563,Employed,19,29653,36,Mortgage,54%,76%,0,Education,0,23,22,4186,2084.42,75.3,6,36376,25.36,0,Rejected,61
31,26923,510,Employed,6,17955,36,Other,50%,10%,0,Education,0,26,12,6987,2243.58,89.49,6,47106,23.53,0,Rejected,53
51,74246,583,Employed,27,26795,48,Rent,16%,31%,0,Debt Consolidation,0,28,12,5625,6187.17,88.59,4,103976,26.59,0,Rejected,49
38,87561,591,Employed,17,34138,72,Mortgage,46%,81%,0,Home,0,22,6,292,7296.75,74.16,3,33370,26.15,0,Rejected,60
30,15000,498,Employed,8,5936,60,Rent,16%,24%,0,Home,1,24,13,1815,1250,80.21,4,163061,25,0,Rejected,55
36,64483,525,Employed,11,17279,36,Mortgage,28%,26%,0,Home,0,14,16,8642,3053.17,93.16,8,158779,27.53,0,Rejected,48
44,66790,596,Employed,18,15671,72,Rent,14%,40%,1,Debt Consolidation,0,23,20,4065,5565.83,74.8,2,23711,21.02,0,Rejected,65
33,139115,548,Employed,10,10610,36,Rent,21%,37%,0,Debt Consolidation,0,21,26,1950,11592.92,67.3,7,138097,22.87,1,Approved,38
30,23058,618,Employed,12,63485,60,Other,48%,34%,0,Debt Consolidation,0,30,11,10250,1921.5,78.9,6,1865,23,0,Rejected,54
42,67760,542,Employed,19,48408,120,Mortgage,20%,52%,0,Debt Consolidation,0,26,4,38858,5646.67,92.55,5,91097,31.76,0,Rejected,59
42,31104,476,Employed,18,13149,48,Mortgage,34%,50%,0,Home,0,22,19,15006,2592,51.59,2,30259,29.37,0,Rejected,59
33,82323,526,Employed,10,8350,36,Mortgage,15%,26%,0,Auto,0,22,26,9421,6860.25,87.91,9,265582,23.13,1,Approved,35
34,27943,530,Employed,10,13164,60,Rent,10%,21%,1,Auto,0,18,2,3527,2328.58,97.83,5,106844,29.72,0,Rejected,65
42,37699,487,Employed,19,29471,96,Mortgage,25%,4%,0,Education,0,22,21,2367,3141.58,85.52,5,55818,29.87,0,Rejected,49
22,55160,566,Employed,2,19802,60,Rent,40%,12%,0,Debt Consolidation,0,24,20,2491,4596.67,92.2,4,7498,21.27,0,Rejected,50
23,81109,465,Employed,2,46928,24,Own,37%,13%,0,Home,0,28,28,3308,6759.08,93.66,5,179583,27.84,0,Rejected,45
31,65622,431,Employed,9,35136,48,Mortgage,13%,43%,0,Other,0,22,21,8234,5468.5,78.13,4,6038,36.01,0,Rejected,55
37,86286,589,Employed,12,9686,24,Mortgage,4%,12%,0,Debt Consolidation,0,23,18,3645,4153,61.04,6,289765,22.82,1,Approved,34
43,46001,476,Employed,22,55889,36,Own,17%,12%,0,Home,0,26,12,5012,3833.42,71.04,1,8639,31.21,0,Rejected,50
57,192941,663,Employed,34,8954,48,Rent,44%,11%,1,Home,0,16,24,4152,16078.42,93.96,4,49503,15.47,1,Approved,44
50,62852,609,Employed,27,51450,48,Mortgage,40%,26%,0,Home,0,24,27,7822,5237.67,90.17,4,48347,23.8,0,Rejected,49
38,35591,559,Employed,12,10270,12,Mortgage,21%,53%,0,Auto,0,29,9,935,2965.92,68.3,2,4165,20.83,0,Rejected,60
39,74123,465,Employed,17,11531,60,Own,18%,38%,0,Debt Consolidation,0,26,17,2204,6176.92,75.94,4,4401,29.44,1,Approved,42
27,59387,544,Employed,8,18400,72,Mortgage,20%,41%,0,Home,0,20,20,5790,4948.92,62.99,6,27371,27.23,0,Rejected,55
39,19530,533,Employed,15,16936,60,Own,27%,11%,0,Home,0,20,14,7280,1627.5,84.11,7,79411,24.72,0,Rejected,50
36,64412,584,Employed,9,20574,48,Mortgage,25%,12%,0,Home,0,29,25,3468,5367.67,92.12,6,3469,22.17,0,Rejected,50
43,25619,511,Employed,19,13628,72,Rent,29%,21%,0,Auto,0,21,13,2991,2134.92,90.55,6,25413,24.83,0,Rejected,54
30,22019,545,Self-Employed,9,10094,48,Own,16%,10%,0,Other,0,20,24,2444,1834.92,83.74,5,21164,23.47,0,Rejected,54
46,34332,598,Employed,26,34356,48,Own,2%,34%,1,Auto,0,20,19,1411,2861,67.97,2,80159,19.12,0,Rejected,64
58,46693,650,Employed,37,30185,84,Mortgage,32%,5%,1,Auto,0,16,28,27102,3891.08,84.81,6,1418559,21.37,1,Approved,39
38,34274,577,Employed,11,13000,36,Rent,24%,50%,0,Education,0,27,25,3974,2856.17,83.24,3,20223,17.19,1,Approved,46
44,37382,577,Employed,22,61563,12,Mortgage,16%,37%,0,Home,0,18,2,1661,3115.17,82.84,3,268735,19.83,0,Rejected,52
48,15248,515,Employed,27,19403,36,Mortgage,16%,46%,0,Home,0,23,29,3845,1270.67,88.74,4,5376,20.52,0,Rejected,57
35,39345,601,Employed,13,17206,24,Own,45%,2%,0,Education,0,26,2,16757,3278.75,62.96,5,18924,19.03,0,Rejected,53
42,20078,611,Self-Employed,20,23166,60,Mortgage,44%,16%,0,Auto,0,18,26,4448,1673.17,83.22,4,48204,25.65,0,Rejected,53
40,162439,606,Employed,14,21107,60,Mortgage,8%,55%,0,Home,0,22,4,892,13536.58,91.44,13,31466,25.77,1,Approved,44
41,41973,650,Employed,21,21299,84,Rent,43%,53%,0,Auto,0,34,15,6975,3497.75,83.97,6,7651,20.46,0,Rejected,54
30,52828,652,Employed,5,26629,12,Own,31%,11%,0,Auto,0,25,19,1393,4402.33,65.39,7,153086,18.84,0,Rejected,40
40,78355,640,Employed,17,12575,120,Own,4%,35%,0,Other,0,29,20,9154,6529.58,75.63,5,530786,23.79,1,Approved,34
45,126823,460,Employed,20,21640,60,Rent,16%,5%,1,Education,1,18,4,12681,10568.58,83.41,7,7906,32.48,0,Rejected,68
57,34903,535,Employed,31,54146,48,Mortgage,54%,34%,0,Education,0,21,26,6496,2908.58,94.24,6,73468,27.73,0,Rejected,54
51,87835,632,Employed,28,16563,48,Mortgage,16%,46%,0,Home,0,25,27,1365,7319.58,84.11,4,20376,21.72,1,Approved,41
65,94430,591,Employed,43,17300,48,Own,30%,32%,0,Auto,0,25,27,1469,7869.17,97.79,9,10299,22.67,1,Approved,42
30,58410,618,Employed,7,33096,108,Other,46%,37%,0,Home,0,22,15,2358,4867.5,66.96,0,47390,26.52,0,Rejected,52
50,59113,615,Employed,28,15411,24,Own,39%,4%,0,Other,1,26,1,3532,4926.08,90.52,6,78118,19.75,0,Rejected,55
42,45271,568,Employed,23,20946,24,Mortgage,57%,34%,0,Education,0,26,4,7825,3772.58,75.04,3,3434,20.89,0,Rejected,59
66,47088,475,Employed,40,22865,12,Rent,33%,32%,0,Home,0,21,11,7611,3924,85.18,5,95566,27.15,0,Rejected,53
30,39186,544,Employed,7,15937,36,Rent,6%,42%,0,Auto,1,27,11,4190,3265.5,95.62,5,142046,25.19,0,Rejected,58
29,35052,506,Employed,9,14359,84,Own,42%,25%,0,Home,0,27,13,3494,2921,89.44,3,176763,30.94,0,Rejected,50
32,77345,589,Unemployed,14,29198,60,Rent,8%,14%,0,Education,0,27,21,1197,6445.42,89.41,6,48095,23.58,0,Rejected,52
18,23423,570,Employed,0,52430,12,Rent,80%,30%,0,Other,0,19,21,5012,1951.92,88.69,4,199121,22.86,0,Rejected,53
33,74922,576,Employed,9,15354,48,Rent,33%,15%,0,Auto,0,25,20,1334,6243.5,80.37,5,13671,20.81,1,Approved,40
30,119257,521,Employed,9,49386,60,Mortgage,40%,44%,0,Debt Consolidation,0,22,14,1524,9938.08,75.89,1,6861,33.82,0,Rejected,55
41,62019,599,Employed,19,24378,96,Own,23%,16%,0,Home,0,24,12,3482,5168.25,88.56,4,663182,31.01,1,Approved,34
